ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
1841,70000.0,2,2,1,31,0,0,0,0,0,0,60058,49647.0,43968.0,41127,39137.0,28712,1834.0,1608.0,1559.0,1630.0,1300.0,1000.0
1843,80000.0,2,2,2,40,0,0,0,0,0,0,78717,75873.0,68602.0,54617,55987.0,53895,3300.0,3300.0,2000.0,2200.0,2100.0,1900.0
1846,180000.0,2,3,1,39,2,0,0,-2,-2,-2,172488,72050.0,0.0,0,0.0,0,3450.0,0.0,0.0,0.0,0.0,0.0
1849,150000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,6708,1098.0,1908.0,1589,9918.0,-16586,1098.0,2000.0,1589.0,9918.0,1157.0,0.0
1856,220000.0,2,2,1,54,-1,-1,-1,-1,-2,-2,8727,2553.0,147.0,0,0.0,0,3011.0,147.0,0.0,0.0,0.0,0.0
1857,540000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,1784,892.0,946.0,946,946.0,946,892.0,1000.0,946.0,946.0,946.0,946.0
1860,50000.0,1,1,1,39,0,0,2,3,2,2,33849,36798.0,37890.0,37131,38381.0,39585,3817.0,2000.0,150.0,2000.0,2000.0,1600.0
1863,500000.0,1,1,1,46,0,0,0,0,0,0,407331,403816.0,386053.0,389008,392650.0,391336,15043.0,14000.0,14003.0,14011.0,15003.0,14009.0
1865,420000.0,2,2,2,35,-1,-1,-1,-1,-1,-1,7572,18847.0,16615.0,14156,9058.0,3281,18920.0,16615.0,14156.0,9058.0,3281.0,5971.0
1867,280000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0.0,320.0,2139,0.0,0,0.0,320.0,2139.0,0.0,0.0,0.0
1872,50000.0,2,1,2,26,0,0,0,0,0,0,41003,42032.0,42699.0,43617,44509.0,45420,1733.0,1400.0,1300.0,1271.0,1300.0,4500.0
1874,30000.0,2,2,2,22,0,0,0,0,0,0,27358,28612.0,29183.0,28983,13100.0,0,2000.0,1500.0,0.0,500.0,0.0,0.0
1878,310000.0,1,2,1,29,0,0,0,0,0,0,31132,45718.0,62992.0,62473,69837.0,69898,20000.0,20000.0,2500.0,11056.0,3000.0,4377.0
1884,80000.0,2,3,2,65,0,0,0,0,0,0,84985,84247.0,81619.0,30095,20639.0,7849,4000.0,2048.0,1300.0,1700.0,401.0,180.0
1886,10000.0,1,2,2,33,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1890,210000.0,2,3,2,36,1,-1,-1,-2,-1,-1,0,4866.0,0.0,0,5916.0,0,4866.0,0.0,0.0,5916.0,0.0,0.0
1894,130000.0,2,1,1,38,0,0,0,-2,-2,-2,64942,66775.0,0.0,0,0.0,0,4000.0,0.0,0.0,0.0,0.0,0.0
1896,160000.0,1,1,1,41,0,0,0,-2,-1,0,53935,57997.0,-3.0,-3,2987.0,1993,5000.0,0.0,0.0,2990.0,6.0,2409.0
1901,30000.0,2,2,2,22,0,0,0,0,0,0,27388,29016.0,26941.0,27491,6726.0,0,2075.0,1000.0,550.0,135.0,0.0,0.0
1906,340000.0,2,1,1,36,0,0,0,0,0,0,185268,326074.0,276519.0,251815,218706.0,165666,160444.0,10143.0,7190.0,6283.0,5208.0,4177.0
1911,360000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,780,0.0,390.0,390,390.0,390,0.0,390.0,390.0,390.0,390.0,390.0
1913,100000.0,1,2,1,42,0,0,0,0,2,0,56256,57685.0,58156.0,61103,59358.0,60060,3000.0,2688.0,5163.0,0.0,2358.0,2472.0
1916,240000.0,2,1,2,29,0,0,0,-1,-1,-1,25700,28677.0,22081.0,3428,67.0,1832,5009.0,2000.0,5000.0,0.0,3332.0,0.0
1918,240000.0,2,2,2,26,0,0,0,0,0,0,184501,177846.0,167934.0,169133,175175.0,146093,7627.0,6003.0,5504.0,10158.0,6000.0,6012.0
1919,220000.0,2,2,2,35,0,0,0,0,0,0,34819,30937.0,30348.0,23459,23200.0,21281,2006.0,2022.0,1002.0,1007.0,1000.0,1008.0
1921,100000.0,2,1,1,51,1,-2,-2,-1,2,2,0,0.0,0.0,300,150.0,780,0.0,0.0,300.0,0.0,630.0,0.0
1923,20000.0,1,2,2,33,0,0,0,0,0,-1,8488,10179.0,11901.0,11901,9336.0,9054,2000.0,2000.0,0.0,0.0,9054.0,2000.0
1930,470000.0,1,2,1,49,0,0,0,0,0,0,169260,161760.0,154424.0,147137,138240.0,125866,6600.0,6170.0,5100.0,4726.0,4555.0,4375.0
1937,20000.0,2,1,2,24,1,-1,-1,-1,2,2,0,20087.0,2110.0,300,150.0,650,20087.0,2200.0,600.0,0.0,500.0,0.0
1939,290000.0,1,1,1,40,0,0,0,0,0,0,98441,95169.0,93718.0,89712,82809.0,76334,4000.0,4250.0,5000.0,3241.0,3500.0,7000.0
1940,90000.0,1,1,1,30,0,0,0,0,0,0,38921,45577.0,46496.0,40244,39903.0,8629,12000.0,5000.0,3000.0,10000.0,1000.0,1838.0
1941,180000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,2049,0.0,351.0,631,13359.0,384,0.0,351.0,631.0,13359.0,384.0,487.0
1948,320000.0,1,1,1,33,0,0,0,0,0,0,325445,202853.0,57051.0,161651,182265.0,0,10000.0,15000.0,105000.0,55000.0,0.0,0.0
1952,100000.0,1,1,1,36,0,0,0,0,0,0,23070,18806.0,20183.0,21540,25775.0,0,1700.0,2000.0,2000.0,5000.0,0.0,0.0
1953,340000.0,1,2,1,41,0,0,0,0,0,0,331003,332829.0,274467.0,275341,280913.0,270448,15110.0,11019.0,9502.0,9579.0,9026.0,8719.0
1955,240000.0,2,2,1,41,-1,0,-1,-1,-1,-1,20272,11294.0,16873.0,1143,4317.0,14940,1000.0,16906.0,1143.0,4317.0,14940.0,0.0
1956,10000.0,1,2,2,41,1,2,2,2,2,2,8722,9592.0,9289.0,10140,10417.0,10104,1157.0,0.0,1008.0,584.0,0.0,198.0
1957,220000.0,2,1,1,42,2,2,2,2,2,2,2500,2500.0,2500.0,2500,2500.0,2500,0.0,0.0,0.0,0.0,0.0,0.0
1959,220000.0,2,1,1,31,-2,-2,-2,-2,-2,-2,3785,1137.0,377.0,5763,3952.0,412,1142.0,377.0,5763.0,3952.0,412.0,1294.0
1961,30000.0,2,2,2,37,3,2,2,0,0,0,29657,30320.0,28991.0,29066,29340.0,30786,1763.0,0.0,1178.0,1223.0,2435.0,1200.0
1965,150000.0,2,1,1,38,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1969,70000.0,1,1,2,30,2,2,0,0,0,0,34985,34146.0,35271.0,35986,36905.0,37641,0.0,2000.0,1300.0,1500.0,1500.0,1576.0
1973,200000.0,1,2,1,41,0,0,0,0,0,0,96910,92934.0,99528.0,100341,102585.0,108567,10000.0,7004.0,5000.0,5003.0,7345.0,7000.0
1976,100000.0,2,1,2,27,0,0,0,0,2,0,90118,88435.0,90147.0,94425,92853.0,93816,4110.0,4101.0,6623.0,0.0,3503.0,3360.0
1977,180000.0,1,2,2,31,0,0,0,2,0,0,28566,32876.0,39120.0,38339,42679.0,46953,5000.0,7000.0,0.0,5000.0,5000.0,5000.0
1980,500000.0,2,1,1,35,0,0,0,0,0,0,35176,36193.0,44157.0,48322,21593.0,13866,2504.0,10004.0,5178.0,1047.0,2019.0,1004.0
1983,230000.0,1,2,1,29,0,0,0,0,0,0,56171,60250.0,63574.0,71941,75882.0,75619,5000.0,5000.0,10000.0,5000.0,5000.0,5000.0
1988,10000.0,2,1,2,25,1,3,2,0,0,0,10438,10130.0,9738.0,9178,8398.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1992,360000.0,1,1,2,65,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1994,310000.0,2,1,1,43,-2,-2,-2,-2,-2,-2,14619,1881.0,13750.0,9837,7785.0,14460,12484.0,13961.0,9838.0,7785.0,14460.0,14195.0
1996,180000.0,2,1,2,43,-2,-1,-1,-1,0,-1,8657,6847.0,18762.0,22928,3129.0,2398,6847.0,18762.0,22928.0,0.0,2398.0,23149.0
1998,40000.0,2,3,1,59,0,0,0,0,0,2,14769,15271.0,15383.0,14548,16274.0,15650,1573.0,1512.0,504.0,2770.0,613.0,14.0
2006,20000.0,1,2,2,34,-2,-2,-2,-2,-2,-2,2199,1530.0,750.0,2280,1500.0,780,1530.0,750.0,1140.0,3000.0,780.0,0.0
2007,50000.0,1,2,1,40,0,0,0,0,0,0,48219,48978.0,49257.0,19641,20053.0,19613,2037.0,2316.0,690.0,715.0,718.0,690.0
2012,150000.0,1,1,1,51,0,0,2,0,0,0,128968,138260.0,134573.0,136026,97517.0,47027,12900.0,0.0,5399.0,4224.0,1830.0,1889.0
2019,80000.0,2,3,1,35,0,0,0,0,0,0,49544,50418.0,51810.0,28964,13059.0,13488,1970.0,2355.0,1500.0,1000.0,646.0,2000.0
2029,70000.0,1,2,2,31,0,0,0,0,2,0,46079,47232.0,48618.0,51134,50222.0,48874,2200.0,2500.0,3600.0,0.0,1754.0,1892.0
2030,30000.0,2,2,1,24,2,2,0,0,0,0,31214,28983.0,28301.0,31072,24147.0,4007,0.0,1400.0,3561.0,483.0,80.0,0.0
2032,320000.0,2,2,2,30,2,-1,-1,-1,-1,-1,416,416.0,416.0,416,1829.0,1833,416.0,416.0,416.0,1829.0,1833.0,2148.0
2034,240000.0,2,1,1,27,1,-2,-1,-1,0,0,0,0.0,402.0,14350,14129.0,10222,0.0,402.0,14350.0,1129.0,1222.0,204.0
2039,10000.0,2,2,2,22,-1,-1,-1,-1,0,-1,5208,654.0,9954.0,9719,6547.0,654,654.0,9954.0,9919.0,0.0,654.0,264.0
2040,200000.0,2,3,1,53,0,0,0,0,0,0,98426,91948.0,17042.0,10075,5107.0,7789,52306.0,1000.0,212.0,102.0,7786.0,4000.0
2041,120000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,380,380.0,380.0,380,380.0,380,380.0,380.0,380.0,380.0,380.0,2880.0
2044,50000.0,2,2,2,28,0,0,0,0,0,0,28457,29491.0,30508.0,31599,32262.0,32904,1492.0,1509.0,1600.0,1170.0,1177.0,1217.0
2045,130000.0,1,2,2,32,0,0,-2,-2,-2,-2,27495,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2047,30000.0,2,3,2,40,-1,0,0,-1,2,2,2208,7808.0,0.0,196,46.0,5346,7006.0,0.0,196.0,0.0,5300.0,0.0
2055,50000.0,1,2,1,55,0,0,0,0,0,0,50528,50541.0,49345.0,20238,18646.0,19034,2100.0,1305.0,1201.0,663.0,684.0,652.0
2065,180000.0,1,2,1,26,0,0,0,2,-1,-1,175539,138825.0,51686.0,2594,171716.0,181693,3826.0,7000.0,0.0,171716.0,13400.0,0.0
2079,260000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,6776,3198.0,2123.0,11774,6166.0,3583,3222.0,2125.0,11892.0,6192.0,3601.0,3403.0
2081,70000.0,2,1,2,24,0,0,0,0,0,0,69572,71233.0,66844.0,50410,44958.0,46655,2828.0,2337.0,1702.0,1800.0,2600.0,2000.0
2082,160000.0,2,1,1,33,-1,-1,-1,-1,0,0,7429,7165.0,1849.0,4715,799.0,0,8000.0,2000.0,4755.0,0.0,0.0,0.0
2083,50000.0,2,2,1,42,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2087,110000.0,1,2,1,36,2,2,2,2,2,2,57135,55648.0,59518.0,57964,66995.0,65762,0.0,4803.0,0.0,10000.0,0.0,7195.0
2090,90000.0,2,1,1,41,2,2,2,2,2,2,78700,80348.0,81630.0,82890,84709.0,86252,3500.0,3200.0,3200.0,3300.0,3100.0,3100.0
2091,250000.0,2,1,1,42,-1,-1,2,0,-1,2,744,2244.0,1372.0,686,1522.0,686,2186.0,0.0,0.0,1522.0,0.0,4389.0
2100,50000.0,2,1,2,24,2,2,2,0,0,0,43379,46097.0,44187.0,43165,37967.0,36327,3628.0,8.0,1500.0,1490.0,1303.0,2000.0
2109,160000.0,2,2,1,49,1,2,2,2,2,2,58943,60210.0,60755.0,59180,62835.0,61670,2800.0,2120.0,0.0,4611.0,0.0,2213.0
2110,60000.0,2,2,2,22,0,0,-1,-1,0,0,11718,4878.0,18347.0,15707,18976.0,6355,1000.0,37325.0,20800.0,3500.0,1232.0,113.0
2114,50000.0,1,2,2,33,0,0,0,0,0,0,48058,49348.0,41707.0,29358,29860.0,30461,2097.0,1456.0,1200.0,1100.0,1076.0,1200.0
2115,70000.0,2,2,1,44,2,2,2,2,2,2,12662,13661.0,13145.0,14123,13754.0,14724,1500.0,0.0,1200.0,0.0,1200.0,0.0
2116,80000.0,2,2,1,44,0,0,0,0,0,0,76992,73036.0,17576.0,5616,25439.0,25833,2000.0,1000.0,4554.0,21000.0,1000.0,1000.0
2120,360000.0,1,2,2,42,0,-1,-1,-1,-1,-2,10000,10000.0,141.0,7054,-2946.0,-2946,10000.0,141.0,7054.0,1941.0,0.0,0.0
2121,90000.0,2,1,2,28,-2,-2,-1,0,0,0,-1886,-2086.0,34347.0,35042,46098.0,46658,0.0,36633.0,1328.0,11696.0,1350.0,1337.0
2125,350000.0,1,1,2,42,2,0,0,0,0,0,320982,322788.0,272799.0,117867,117518.0,119718,12618.0,11127.0,4327.0,4261.0,4150.0,4153.0
2126,120000.0,2,1,2,29,-1,-1,-1,0,-1,-1,3945,5795.0,10863.0,1601,1126.0,4802,5894.0,10863.0,0.0,1126.0,4802.0,9751.0
2128,100000.0,2,2,1,31,2,2,0,0,0,2,17606,17040.0,19139.0,19325,20855.0,20372,0.0,2700.0,800.0,2000.0,0.0,1000.0
2135,160000.0,1,2,1,66,2,2,2,2,2,2,67771,69535.0,70848.0,71739,73090.0,74490,3400.0,3000.0,2600.0,2600.0,2700.0,2800.0
2146,170000.0,1,4,1,28,0,0,0,-1,-1,-1,171098,166176.0,169759.0,11760,0.0,4902,14000.0,5695.0,11760.0,0.0,4902.0,6000.0
2161,230000.0,2,2,1,62,0,0,0,0,0,0,167635,170085.0,172204.0,173045,176163.0,179625,6474.0,7726.0,5601.0,6100.0,6427.0,6000.0
2165,360000.0,2,2,2,35,-1,-1,-1,-1,-1,-1,61793,79467.0,26943.0,148307,71373.0,7406,79651.0,26943.0,148307.0,71373.0,7406.0,3021.0
2168,400000.0,1,2,1,49,2,2,2,2,3,2,175904,179579.0,186539.0,196029,192680.0,195226,8000.0,11500.0,14100.0,4.0,6804.0,5.0
2174,270000.0,1,1,2,36,-2,-2,-2,-2,-2,-2,15986,16635.0,15913.0,14192,10559.0,7672,2008.0,1513.0,1019.0,515.0,302.0,3050.0
2175,440000.0,2,2,2,29,0,0,0,0,0,0,485921,234046.0,214092.0,201210,186455.0,169455,20000.0,7822.0,8000.0,6000.0,16000.0,4000.0
2180,120000.0,2,3,2,55,0,0,0,0,0,0,102735,80762.0,77846.0,77404,75056.0,75951,3000.0,3000.0,2655.0,2664.0,3000.0,3000.0
2183,400000.0,1,2,2,31,0,0,0,0,0,0,185677,189682.0,194509.0,199284,203502.0,195769,7000.0,8000.0,8000.0,7500.0,9000.0,5000.0
2185,50000.0,1,1,1,42,0,0,0,-2,-2,-2,47454,30680.0,-220.0,-1000,-1000.0,0,3000.0,220.0,780.0,0.0,1000.0,0.0
2187,30000.0,2,3,1,39,0,0,0,0,-1,0,14517,3670.0,3280.0,2890,15839.0,13680,2500.0,2500.0,2500.0,15839.0,666.0,0.0
2194,190000.0,1,2,1,43,0,0,0,0,0,0,90580,72260.0,80337.0,84221,91805.0,100053,10000.0,10000.0,10000.0,9000.0,10000.0,22000.0
2200,20000.0,1,2,1,37,0,0,-1,-1,-2,-1,17219,14640.0,19400.0,0,0.0,17666,2000.0,19400.0,0.0,0.0,17666.0,0.0
2201,140000.0,2,1,2,30,2,-1,-1,-1,-1,-1,1070,4593.0,4705.0,1710,0.0,6096,4593.0,4705.0,1710.0,0.0,6096.0,0.0
2203,360000.0,1,3,1,53,0,0,0,0,0,0,8669,8254.0,8988.0,6868,5604.0,6158,1303.0,1513.0,706.0,700.0,600.0,2000.0
2210,50000.0,2,2,1,41,0,0,0,0,0,0,21910,23251.0,24059.0,24658,25212.0,25642,2000.0,1500.0,1000.0,1100.0,1000.0,1000.0
2211,360000.0,2,1,2,27,1,-2,-1,-1,-1,-1,0,0.0,830.0,0,1271.0,179,0.0,830.0,0.0,1271.0,179.0,1970.0
2214,210000.0,1,2,2,25,0,0,-2,-1,0,0,13899,-9.0,-9.0,3231,125140.0,124880,0.0,0.0,3240.0,125009.0,5009.0,5013.0
2222,110000.0,1,3,2,63,1,2,0,0,0,0,49992,48918.0,49890.0,46884,47350.0,43169,0.0,2164.0,1730.0,1788.0,1538.0,1607.0
2225,450000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,10591,7923.0,57139.0,15181,7247.0,13890,7964.0,57425.0,15257.0,7283.0,13959.0,11139.0
2228,20000.0,2,2,1,24,-1,0,0,-1,-1,-1,10361,19566.0,8746.0,3355,7143.0,1288,10000.0,1390.0,3355.0,7143.0,1288.0,0.0
2232,230000.0,2,1,2,49,2,2,-1,-1,-1,-1,113,0.0,1100.0,0,2119.0,0,0.0,1100.0,0.0,2119.0,0.0,2916.0
2236,140000.0,2,2,1,26,0,0,0,0,0,-1,37283,24748.0,21854.0,21711,25999.0,902,7023.0,5080.0,10000.0,6000.0,902.0,18542.0
2241,380000.0,2,1,1,45,-1,-1,-1,-1,-2,-1,202,35993.0,86617.0,-3450,-3450.0,3502,37791.0,86697.0,0.0,0.0,7102.0,159753.0
2242,90000.0,2,3,2,27,2,0,0,0,0,0,92290,90719.0,39902.0,39200,38531.0,32991,4183.0,1600.0,1280.0,1310.0,1432.0,1088.0
2246,180000.0,2,3,1,32,-1,-1,-1,-1,-1,0,396,712.0,712.0,712,1424.0,712,712.0,712.0,712.0,1424.0,0.0,5366.0
2251,170000.0,2,2,2,30,0,0,0,0,0,2,90727,93345.0,93812.0,95613,95972.0,97230,5000.0,5000.0,5000.0,4400.0,3000.0,3600.0
2254,10000.0,1,3,2,48,0,0,0,0,0,0,8858,9548.0,9540.0,9735,8070.0,0,1228.0,1000.0,195.0,161.0,0.0,0.0
2260,200000.0,2,3,2,28,1,-2,-2,-1,-1,-1,0,0.0,0.0,304,13489.0,6788,0.0,0.0,304.0,13489.0,6788.0,188.0
2265,350000.0,2,1,2,27,0,0,0,0,0,0,312770,320400.0,268598.0,250304,251436.0,249891,14599.0,10334.0,5728.0,8242.0,13138.0,4520.0
2268,230000.0,2,2,1,33,0,0,2,-1,0,0,9530,12872.0,3724.0,153400,14788.0,21258,7000.0,0.0,153400.0,8000.0,10000.0,6000.0
2269,30000.0,1,2,1,39,2,2,2,2,2,0,13888,16652.0,16087.0,17317,16900.0,17465,3000.0,0.0,1500.0,0.0,1000.0,3500.0
2272,150000.0,2,1,1,44,1,-2,-1,-1,-2,-2,0,0.0,1512.0,0,0.0,0,0.0,1512.0,0.0,0.0,0.0,0.0
2287,50000.0,1,2,2,27,1,3,2,2,0,0,41322,40383.0,42413.0,41434,45567.0,61595,0.0,3000.0,0.0,5000.0,20000.0,0.0
2289,70000.0,1,2,2,28,1,2,0,0,0,0,35155,26598.0,22793.0,23156,24810.0,27433,23.0,1637.0,1000.0,2000.0,3007.0,3014.0
2290,30000.0,1,3,2,39,0,0,0,0,0,0,10178,14491.0,15504.0,15812,16143.0,16606,4491.0,1257.0,565.0,585.0,730.0,1000.0
2292,90000.0,1,3,1,35,1,-1,2,2,-1,2,0,800.0,400.0,0,950.0,400,800.0,0.0,0.0,950.0,0.0,0.0
2293,80000.0,2,3,1,43,2,2,3,3,2,3,68152,71459.0,73690.0,71908,76294.0,74788,5000.0,4000.0,0.0,5700.0,0.0,0.0
2295,150000.0,2,1,2,29,-1,2,2,-1,2,-1,766,515.0,-150.0,974,269.0,191,0.0,85.0,1124.0,0.0,191.0,591.0
2313,30000.0,1,1,2,56,2,0,0,0,0,0,27033,27772.0,28740.0,29313,29019.0,28916,1480.0,1448.0,1021.0,1040.0,1216.0,1270.0
2315,120000.0,2,2,2,31,0,0,0,0,0,0,26307,27361.0,28878.0,30428,31818.0,34293,1483.0,2000.0,2000.0,2000.0,3000.0,3000.0
2318,50000.0,1,2,1,46,0,0,0,0,0,0,44573,60540.0,15993.0,16327,16863.0,17282,2200.0,2600.0,600.0,800.0,700.0,700.0
2319,360000.0,2,1,2,26,1,-2,-2,-1,-1,-2,-200,-200.0,0.0,3000,0.0,0,0.0,200.0,3000.0,0.0,0.0,0.0
2323,50000.0,2,1,2,53,0,0,0,0,0,0,50777,51086.0,50321.0,20141,18039.0,19349,2504.0,2059.0,666.0,1000.0,2008.0,1513.0
2325,200000.0,2,2,2,39,7,6,5,4,3,2,195156,190843.0,186029.0,181866,179272.0,148704,0.0,0.0,0.0,39.0,85.0,3054.0
2327,80000.0,2,2,2,40,0,0,0,0,0,0,33918,50878.0,51787.0,52422,53608.0,50312,20000.0,2400.0,2000.0,2100.0,2500.0,2000.0
2330,90000.0,2,2,1,36,0,0,0,0,0,0,89309,88544.0,88888.0,48534,49874.0,32078,5000.0,3500.0,2000.0,2100.0,1000.0,1000.0
2336,50000.0,2,1,1,29,0,0,0,0,0,0,29719,30754.0,31939.0,33102,33918.0,35197,1815.0,2000.0,2000.0,1500.0,2000.0,1500.0
2340,240000.0,1,2,1,36,0,0,0,0,0,0,10767,144915.0,142909.0,143531,144893.0,144121,140013.0,5206.0,5008.0,6011.0,5250.0,5033.0
2344,80000.0,1,5,1,29,0,0,0,0,0,0,80534,78179.0,79348.0,81099,80540.0,67069,3006.0,2641.0,2827.0,2671.0,2611.0,2417.0
2347,360000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,11487,307.0,400.0,589,956.0,1383,307.0,400.0,589.0,956.0,1383.0,448.0
2349,30000.0,1,1,2,28,1,2,2,0,0,0,10056,9815.0,7576.0,5746,3900.0,1944,2000.0,0.0,144.0,128.0,39.0,1944.0
2351,490000.0,1,1,1,41,0,0,0,0,0,0,95997,98047.0,100412.0,102736,105083.0,107334,3600.0,4000.0,4000.0,4000.0,4000.0,4000.0
2353,20000.0,1,2,1,34,0,0,2,0,0,0,12619,14896.0,14360.0,14921,15328.0,16474,2800.0,0.0,800.0,800.0,1400.0,1000.0
2356,90000.0,1,2,2,25,0,-1,-1,0,-1,-1,2908,1051.0,2422.0,1051,1051.0,83573,1052.0,2422.0,0.0,1051.0,83573.0,3098.0
2362,80000.0,2,2,2,26,0,0,0,-1,0,0,27041,27797.0,5958.0,11341,5259.0,4278,5879.0,1000.0,11360.0,486.0,478.0,0.0
2363,20000.0,1,2,2,24,8,7,6,5,4,3,24348,24025.0,23391.0,22757,21834.0,21200,0.0,0.0,0.0,0.0,0.0,0.0
2365,210000.0,2,2,1,44,0,0,0,0,0,0,73487,75456.0,86171.0,87895,89022.0,90868,3748.0,13000.0,3081.0,3217.0,3312.0,3151.0
2376,40000.0,1,2,1,38,2,2,2,2,2,2,33152,33623.0,34773.0,33917,36704.0,40404,1300.0,2000.0,0.0,3500.0,4471.0,0.0
2380,500000.0,2,1,1,41,0,0,0,0,0,0,190730,194336.0,197284.0,199489,201484.0,204017,8501.0,8001.0,6701.0,6321.0,6401.0,6379.0
2384,60000.0,1,2,1,35,0,0,0,0,-1,-1,22226,18597.0,13801.0,8038,7340.0,-153,1292.0,2245.0,161.0,7340.0,0.0,20341.0
2385,100000.0,1,3,1,47,0,0,-1,-1,-2,-2,3933,2162.0,856.0,-1267,-363.0,-2389,1000.0,1000.0,0.0,5100.0,0.0,0.0
2394,20000.0,2,3,2,49,0,0,2,0,-1,-1,8503,11352.0,10198.0,10400,1150.0,0,3008.0,0.0,600.0,1150.0,0.0,0.0
2395,130000.0,2,2,2,24,1,-2,-1,-1,-1,-1,-10,-10.0,3362.0,-3,998.0,937,0.0,3372.0,0.0,1001.0,939.0,1013.0
2396,110000.0,2,3,1,27,0,0,0,0,0,0,61152,60833.0,61245.0,47316,47175.0,47141,2326.0,3000.0,1807.0,1698.0,1911.0,1808.0
2398,50000.0,2,2,1,47,0,0,0,0,0,0,48991,43412.0,33995.0,29759,29766.0,29665,2000.0,1500.0,1050.0,1100.0,1100.0,1200.0
2400,260000.0,1,2,2,28,0,0,2,0,0,0,149814,184419.0,163036.0,159348,160198.0,104389,107000.0,0.0,5000.0,5000.0,6000.0,60000.0
2402,330000.0,2,1,1,29,-1,-1,-1,0,0,0,730,213.0,2368.0,3368,1377.0,0,213.0,2368.0,1000.0,190.0,0.0,0.0
2404,320000.0,1,1,2,32,-1,2,-1,-1,-2,-2,752,169.0,1940.0,0,0.0,0,0.0,1948.0,0.0,0.0,0.0,0.0
2407,210000.0,2,3,1,40,0,0,0,0,0,0,201169,210942.0,214523.0,138786,140918.0,144099,16286.0,10011.0,5000.0,6000.0,6000.0,6000.0
2409,210000.0,2,2,2,35,-2,-2,-2,-2,-2,-2,2593,0.0,0.0,0,1849.0,12837,0.0,0.0,0.0,1849.0,12837.0,4201.0
2412,360000.0,1,1,2,35,-1,-1,-1,-1,-2,-1,2010,2936.0,640.0,0,0.0,4750,2936.0,640.0,0.0,0.0,4750.0,1470.0
2416,30000.0,2,2,2,24,0,0,0,0,0,0,28008,29549.0,30298.0,30046,29880.0,27039,2000.0,2000.0,900.0,1000.0,2000.0,0.0
2417,280000.0,2,2,2,24,-1,-1,0,0,-1,-1,1006,1853.0,2657.0,1416,2706.0,1229,1855.0,1422.0,7.0,2719.0,1235.0,3831.0
2422,20000.0,2,2,1,24,4,3,2,2,2,2,16549,16002.0,16047.0,15492,16739.0,16320,0.0,600.0,0.0,1500.0,0.0,2000.0
2423,80000.0,2,3,1,39,0,0,0,-2,-1,-1,4948,3804.0,0.0,0,1715.0,0,1000.0,0.0,0.0,1715.0,0.0,0.0
2434,100000.0,2,1,2,36,1,-1,-1,-2,-2,-2,0,780.0,0.0,0,0.0,0,780.0,0.0,0.0,7600.0,0.0,0.0
2437,100000.0,2,3,1,24,1,2,0,0,0,0,56341,54869.0,67965.0,73871,79707.0,85433,0.0,14130.0,7065.0,7065.0,7065.0,0.0
2443,240000.0,1,3,1,55,0,0,0,0,0,0,25631,27047.0,26654.0,28065,29503.0,32042,2500.0,2000.0,2000.0,2000.0,3000.0,2000.0
2445,50000.0,1,2,1,54,0,0,0,2,0,0,47872,48802.0,50214.0,19321,19867.0,20384,2000.0,2456.0,0.0,1000.0,1000.0,1000.0
2446,200000.0,1,2,2,25,1,-2,-2,-1,0,0,0,0.0,0.0,1517,48669.0,49635,0.0,0.0,1517.0,48000.0,1775.0,1992.0
2448,50000.0,2,2,2,41,2,2,2,2,2,2,5025,4805.0,46295.0,46885,47535.0,45994,0.0,42000.0,1600.0,1500.0,2000.0,2000.0
2451,30000.0,2,3,1,44,0,0,0,0,0,0,27631,29179.0,30146.0,26371,27567.0,30114,2000.0,1500.0,933.0,2000.0,3000.0,1000.0
2458,30000.0,2,2,1,44,-1,2,2,2,2,2,8347,9560.0,9258.0,11096,11165.0,10837,1500.0,0.0,2000.0,392.0,0.0,2000.0
2463,30000.0,1,1,2,28,2,0,0,0,0,0,22329,23665.0,47968.0,24784,25784.0,2901,2000.0,1400.0,2000.0,1000.0,1000.0,1000.0
